Entity,Code,Year,Annual CO₂ emissions,Annual CO₂ emissions
Africa,,1974,2.281944733927639,388183260
Africa,,1975,2.269528852884307,387017150
Africa,,1976,2.334271421884828,419914700
Africa,,1977,2.3402745444571855,432918820
Africa,,1978,2.424519515805153,462338660
Africa,,1979,2.544679830743118,498986780
Africa,,1980,2.750456881948904,536023460
Africa,,1981,2.885375862588825,548882300
Africa,,1982,3.030926464024611,571969100
Africa,,1983,3.131919768543644,594811400
Africa,,1984,3.3061778426232604,649591230
Africa,,1985,3.279564678119337,666141950
Africa,,1986,3.347938673227095,690176300
Africa,,1987,3.2483803401441285,690283140
Africa,,1988,3.2844429146001075,725373250
Africa,,1989,3.1205362461102446,698582900
Africa,,1990,2.8964959193302553,658343900
Africa,,1991,2.9658752791734635,687670400
Africa,,1992,2.9592302057591606,666660030
Africa,,1993,3.1044506392195874,706441700
Africa,,1994,3.436855217766092,790233800
Africa,,1995,3.5889280921537883,844549400
Africa,,1996,3.5958380649328068,872284300
Africa,,1997,3.663396494038533,893938400
Africa,,1998,3.7544872861343817,912482100
Africa,,1999,3.6207009944846003,899879040
Africa,,2000,3.6488858244607196,930850800
Africa,,2001,3.581231764365388,920601800
Africa,,2002,3.4250502579546285,899995840
Africa,,2003,3.5766641958112295,989644600
Africa,,2004,3.652233788331878,1045725800
Africa,,2005,3.5772220382615183,1059372350
Africa,,2006,3.5626288511520716,1091175800
Africa,,2007,3.541820530040457,1116900100
Africa,,2008,3.662617463706409,1174755200
Africa,,2009,3.7038022885531765,1168250400
Africa,,2010,3.6475371949342223,1216669000
Africa,,2011,3.644219208087028,1257421000
Africa,,2012,3.6255642160350563,1268948200
Africa,,2013,3.633092479984623,1282541800
Africa,,2014,3.8289000602296555,1357348700
Africa,,2015,3.76406066618985,1332661800
Africa,,2016,3.8827253761758707,1375131500
Africa,,2017,3.8711318854890346,1393216400
Africa,,2018,3.7752197016685014,1386654300
Africa,,2019,3.9871732565203084,1479411800
Africa,,2020,3.859711053013067,1355782400
Africa,,2021,3.8969081638281815,1441534000
Africa,,2022,3.8411250547937725,1432502900
Africa,,2023,3.754115676284034,1418739200
Asia (excl. China and India),,1923,3.108398357987915,114721590
Asia (excl. China and India),,1924,3.3436338903575913,123807310
Asia (excl. China and India),,1925,3.4594795826581906,129406456
Asia (excl. China and India),,1926,3.676869920470119,135213490
Asia (excl. China and India),,1927,3.7156740663594308,149108050
Asia (excl. China and India),,1928,4.022193675745302,160739400
Asia (excl. China and India),,1929,3.9262504917055896,168365920
Asia (excl. China and India),,1930,4.193323867768502,165975780
Asia (excl. China and India),,1931,4.462273622493129,157934160
Asia (excl. China and India),,1932,5.0861461318961005,162379870
Asia (excl. China and India),,1933,5.456906790555439,183498500
Asia (excl. China and India),,1934,5.678889662111541,207630830
Asia (excl. China and India),,1935,5.820028650109125,223241310
Asia (excl. China and India),,1936,5.89369856254381,248002750
Asia (excl. China and India),,1937,5.99250920071362,269466080
Asia (excl. China and India),,1938,6.6906811274392295,282990340
Asia (excl. China and India),,1939,6.601917935253812,295114620
Asia (excl. China and India),,1940,6.7293959990199514,328708350
Asia (excl. China and India),,1941,6.217822082050445,310834700
Asia (excl. China and India),,1942,5.343827794862212,266257490
Asia (excl. China and India),,1943,5.605062316745083,284472220
Asia (excl. China and India),,1944,5.614935591879858,289870300
Asia (excl. China and India),,1945,5.113660293619834,219340880
Asia (excl. China and India),,1946,4.932078072640629,227297140
Asia (excl. China and India),,1947,5.525219219571837,285388930
Asia (excl. China and India),,1948,5.366999139544976,292387940
Asia (excl. China and India),,1949,5.080463850679745,264389120
Asia (excl. China and India),,1950,4.395783773360239,260680700
Asia (excl. China and India),,1951,4.526630484434073,288863700
Asia (excl. China and India),,1952,4.781583163020103,309247000
Asia (excl. China and India),,1953,5.079719135958799,337846300
Asia (excl. China and India),,1954,5.2851281944476565,358835330
Asia (excl. China and India),,1955,5.4484273981441715,405575260
Asia (excl. China and India),,1956,5.701698817827286,451917380
Asia (excl. China and India),,1957,6.06249181936779,496254050
Asia (excl. China and India),,1958,6.150132056767355,517668160
Asia (excl. China and India),,1959,6.2366480244671125,552235800
Asia (excl. China and India),,1960,6.695676089237051,628523800
Asia (excl. China and India),,1961,7.461217737897987,702476800
Asia (excl. China and India),,1962,7.698653397926807,750409860
Asia (excl. China and India),,1963,8.025088843111698,823917600
Asia (excl. China and India),,1964,8.381871312575793,907292800
Asia (excl. China and India),,1965,8.804920379754309,995884900
Asia (excl. China and India),,1966,9.173639862109397,1088230800
Asia (excl. China and India),,1967,9.849533157598334,1205316600
Asia (excl. China and India),,1968,10.433192200112492,1346420100
Asia (excl. China and India),,1969,10.931204779632509,1504315000
Asia (excl. China and India),,1970,11.464363853674655,1708075300
Asia (excl. China and India),,1971,11.946932692462251,1852219900
Asia (excl. China and India),,1972,12.064763569988044,1957443800
Asia (excl. China and India),,1973,12.491453650666632,2134176500
Asia (excl. China and India),,1974,12.740207139372247,2167245800
Asia (excl. China and India),,1975,12.66934786111152,2160472600
Asia (excl. China and India),,1976,12.96786635490164,2332804000
Asia (excl. China and India),,1977,13.23751426489797,2448759300
Asia (excl. China and India),,1978,12.979303304007106,2475061000
Asia (excl. China and India),,1979,13.275706710835891,2603236000
Asia (excl. China and India),,1980,13.409835188353034,2613379000
Asia (excl. China and India),,1981,13.571191379170596,2581634800
Asia (excl. China and India),,1982,13.728100055974009,2590643200
Asia (excl. China and India),,1983,13.998216752339669,2658528800
Asia (excl. China and India),,1984,14.1123892513445,2772774100
Asia (excl. China and India),,1985,14.150537738992659,2874243300
Asia (excl. China and India),,1986,14.38146690118345,2964734000
Asia (excl. China and India),,1987,14.19974243992362,3017455400
Asia (excl. China and India),,1988,14.815770027978884,3272081000
Asia (excl. China and India),,1989,15.194082435424585,3401443000
Asia (excl. China and India),,1990,15.493248787749021,3521457000
Asia (excl. China and India),,1991,17.85414173461644,4139676700
Asia (excl. China and India),,1992,16.97262932484938,3823620600
Asia (excl. China and India),,1993,17.32290362185344,3941960400
Asia (excl. China and India),,1994,17.735684657768505,4077954000
Asia (excl. China and India),,1995,17.60772463013943,4143463700
Asia (excl. China and India),,1996,17.612938371353604,4272575500
Asia (excl. China and India),,1997,17.825051542018382,4349651500
Asia (excl. China and India),,1998,17.448730483929573,4240700000
Asia (excl. China and India),,1999,17.91925532196961,4453602300
Asia (excl. China and India),,2000,18.42832402912282,4701166600
Asia (excl. China and India),,2001,18.643583027029305,4792573400
Asia (excl. China and India),,2002,18.668172778335695,4905410600
Asia (excl. China and India),,2003,18.567001911166326,5137394000
Asia (excl. China and India),,2004,18.680183713423503,5348603400
Asia (excl. China and India),,2005,18.49075973133262,5475925000
Asia (excl. China and India),,2006,18.340873622885223,5617514000
Asia (excl. China and India),,2007,18.26590158580708,5760085000
Asia (excl. China and India),,2008,18.29343289138739,5867472000
Asia (excl. China and India),,2009,18.67625709579399,5890850300
Asia (excl. China and India),,2010,18.756358773124248,6256353000
Asia (excl. China and India),,2011,18.810208986203737,6490375700
Asia (excl. China and India),,2012,19.28698327560212,6750448000
Asia (excl. China and India),,2013,19.094243198237024,6740584000
Asia (excl. China and India),,2014,19.18596563458496,6801443000
Asia (excl. China and India),,2015,19.629521051324513,6949811700
Asia (excl. China and India),,2016,19.977418387717666,7075333600
Asia (excl. China and India),,2017,20.296173357599297,7304572000
Asia (excl. China and India),,2018,20.172576781531394,7409473500
Asia (excl. China and India),,2019,20.381133821620406,7562272300
Asia (excl. China and India),,2020,20.80366995405762,7307606500
Asia (excl. China and India),,2021,20.324166987855744,7518262300
Asia (excl. China and India),,2022,20.470008731115648,7634051600
Asia (excl. China and India),,2023,20.203961594918262,7635394000
China,CHN,1923,1.2604000231169292,46517556
China,CHN,1924,1.3191743029846437,48846084
China,CHN,1925,1.2285309065594372,45954840
China,CHN,1926,1.1872539029529698,43660164
China,CHN,1927,1.1415195405127443,45808580
China,CHN,1928,1.190884158310823,47591444
China,CHN,1929,1.1259199660207049,48281828
China,CHN,1930,1.2520782031845556,49558456
China,CHN,1931,1.4665148768478853,51904660
China,CHN,1932,1.5745562724382332,50269150
China,CHN,1933,1.609166644887929,54111180
China,CHN,1934,1.7062208981419085,62382628
China,CHN,1935,1.8939219928200925,72645970
China,CHN,1936,1.7936904321817393,75477250
China,CHN,1937,1.5782331048391123,70968650
China,CHN,1938,1.4508520910625238,61365520
China,CHN,1939,1.6649831856786903,74426990
China,CHN,1940,1.858685455757059,90790530
China,CHN,1941,2.2799850513038997,113978570
China,CHN,1942,2.561219774195365,127613384
China,CHN,1943,2.14756009878562,108994540
China,CHN,1944,1.9952316994313952,103003570
China,CHN,1945,1.3030574829446357,55892210
China,CHN,1946,0.7834801158199299,36107050
China,CHN,1947,0.8099607181673839,41836136
China,CHN,1948,0.7048626052307,38400104
China,CHN,1949,1.1929416171150853,62081100
China,CHN,1950,1.3293768527940455,78835290
China,CHN,1951,1.600193525563742,102115210
China,CHN,1952,1.979128144188477,127999330
China,CHN,1953,2.011504804402711,133782880
China,CHN,1954,2.369492665589627,160877400
China,CHN,1955,2.559432107861877,190521460
China,CHN,1956,2.7229829745091454,215823980
China,CHN,1957,3.124799137694327,255784960
China,CHN,1958,6.232688134099349,524617060
China,CHN,1959,8.132996342548653,720151550
China,CHN,1960,8.50963107258944,798799940
China,CHN,1961,6.060835276012354,570630200
China,CHN,1962,4.715343550177493,459618080
China,CHN,1963,4.449104799082561,456779460
China,CHN,1964,4.2555180576745535,460637100
China,CHN,1965,4.4231834973361925,500286370
China,CHN,1966,4.631867954978973,549459260
China,CHN,1967,3.7608461229485557,460225900
China,CHN,1968,3.839600416613338,495506560
China,CHN,1969,4.415771027652357,607683300
China,CHN,1970,5.422865749242444,807952640
China,CHN,1971,5.864458690479352,909209700
China,CHN,1972,5.970276022824412,968645570
China,CHN,1973,5.901592618609637,1008292600
China,CHN,1974,6.043709911241016,1028099840
China,CHN,1975,6.938557068247506,1183215000
China,CHN,1976,6.817574994049261,1226421200
China,CHN,1977,7.248270915425961,1340831100
China,CHN,1978,7.828177620518763,1492777900
China,CHN,1979,7.780405092470271,1525661200
China,CHN,1980,7.668594455174445,1494495900
China,CHN,1981,7.761631700506423,1476487800
China,CHN,1982,8.513468635289879,1606585000
China,CHN,1983,8.920728634519705,1694216800
China,CHN,1984,9.389488612786511,1844828000
China,CHN,1985,9.837006107708303,1998083000
China,CHN,1986,10.207214328545728,2104213400
China,CHN,1987,10.624616090994913,2257738500
China,CHN,1988,10.984288497120271,2425893600
China,CHN,1989,11.005025821687,2463654400
China,CHN,1990,10.932541166293479,2484854800
China,CHN,1991,11.23991376994033,2606096100
China,CHN,1992,12.121664398317932,2730787600
China,CHN,1993,12.839164667836776,2921651000
China,CHN,1994,13.49866530226132,3103739000
China,CHN,1995,14.285337796609156,3361637000
China,CHN,1996,14.464483708452638,3508818200
China,CHN,1997,14.407050269618354,3515594200
China,CHN,1998,13.843889093097458,3364587500
China,CHN,1999,14.3128432926661,3557274600
China,CHN,2000,14.304774563331101,3649226500
China,CHN,2001,14.504270327718741,3728509700
China,CHN,2002,15.614672319729621,4103046400
China,CHN,2003,17.49623644888499,4841118700
China,CHN,2004,18.221780133747405,5217351000
China,CHN,2005,19.862327580551938,5882106400
China,CHN,2006,21.203630846609663,6494330400
China,CHN,2007,22.14564360217235,6983547400
China,CHN,2008,23.38794926374999,7501497300
China,CHN,2009,25.017746842245142,7891078000
China,CHN,2010,25.84422846456783,8620576000
China,CHN,2011,27.62631399687347,9532332000
China,CHN,2012,27.940818335498562,9779292000
China,CHN,2013,28.203575133498823,9956329000
China,CHN,2014,28.181185592920773,9990257000
China,CHN,2015,27.85901908973075,9863457000
China,CHN,2016,27.565318217310445,9762714000
China,CHN,2017,27.803199448728854,10006343000
China,CHN,2018,28.131971141475358,10332993000
China,CHN,2019,28.875334423847693,10713984000
China,CHN,2020,31.04688762213408,10905693000
China,CHN,2021,30.947217081591393,11447913000
China,CHN,2022,30.435425922829754,11350538000
China,CHN,2023,31.495128279614566,11902503000
Europe (excl. EU-27),,1923,14.184361535884577,523501920
Europe (excl. EU-27),,1924,14.951467102894203,553619500
Europe (excl. EU-27),,1925,14.07327193426998,526429540
Europe (excl. EU-27),,1926,9.388132007760573,345239870
Europe (excl. EU-27),,1927,14.590145977468742,585494900
Europe (excl. EU-27),,1928,14.225736883370523,568504800
Europe (excl. EU-27),,1929,14.042707974070783,602181000
Europe (excl. EU-27),,1930,15.606392970724329,617716000
Europe (excl. EU-27),,1931,17.341942323952132,613786900
Europe (excl. EU-27),,1932,19.34385393552875,617570240
Europe (excl. EU-27),,1933,18.90496726040005,635714200
Europe (excl. EU-27),,1934,19.447319976551814,711030400
Europe (excl. EU-27),,1935,19.533627666719642,749259650
Europe (excl. EU-27),,1936,19.38706604358796,815794300
Europe (excl. EU-27),,1937,18.695927981415746,840702660
Europe (excl. EU-27),,1938,19.81058438976821,837912300
Europe (excl. EU-27),,1939,18.95717399502253,847411200
Europe (excl. EU-27),,1940,19.1072936832219,933327000
Europe (excl. EU-27),,1941,17.453474535015157,872515400
Europe (excl. EU-27),,1942,14.059161433387064,700501060
Europe (excl. EU-27),,1943,13.938248170329986,707404160
Europe (excl. EU-27),,1944,15.42092822506874,796103360
Europe (excl. EU-27),,1945,18.10891151509455,776747840
Europe (excl. EU-27),,1946,18.186809973958212,838147700
Europe (excl. EU-27),,1947,18.22871616930814,941550660
Europe (excl. EU-27),,1948,18.160256753438286,989349900
Europe (excl. EU-27),,1949,20.27040532659286,1054879000
Europe (excl. EU-27),,1950,18.642718827888835,1105558700
Europe (excl. EU-27),,1951,18.811522363636996,1200443900
Europe (excl. EU-27),,1952,18.9743966630713,1227161600
Europe (excl. EU-27),,1953,19.193121172381066,1276512500
Europe (excl. EU-27),,1954,20.01129135408903,1358672500
Europe (excl. EU-27),,1955,20.02089676743343,1490334700
Europe (excl. EU-27),,1956,19.911202937109856,1578164500
Europe (excl. EU-27),,1957,20.363100629313156,1666851100
Europe (excl. EU-27),,1958,20.444039720403925,1720813200
Europe (excl. EU-27),,1959,20.018344596411676,1772562200
Europe (excl. EU-27),,1960,19.867487652781655,1864963100
Europe (excl. EU-27),,1961,20.288737488059557,1910193200
Europe (excl. EU-27),,1962,20.336953780111216,1982301300
Europe (excl. EU-27),,1963,20.425130066583574,2097001600
Europe (excl. EU-27),,1964,20.28364101427003,2195595800
Europe (excl. EU-27),,1965,20.37995279584001,2305084700
Europe (excl. EU-27),,1966,20.190203549597175,2395080000
Europe (excl. EU-27),,1967,19.998962614025817,2447332400
Europe (excl. EU-27),,1968,19.523612160370813,2519553300
Europe (excl. EU-27),,1969,19.045686426092487,2621002200
Europe (excl. EU-27),,1970,18.547655800554917,2763414800
Europe (excl. EU-27),,1971,18.693665656699014,2898215000
Europe (excl. EU-27),,1972,18.471650682623057,2996927200
Europe (excl. EU-27),,1973,18.239951991870942,3116312800
Europe (excl. EU-27),,1974,18.53908039257561,3153696300
Europe (excl. EU-27),,1975,19.15158447536115,3265872400
Europe (excl. EU-27),,1976,18.704640361019088,3364798700
Europe (excl. EU-27),,1977,18.70149342146908,3459520800
Europe (excl. EU-27),,1978,18.676536889016127,3561483000
Europe (excl. EU-27),,1979,18.519828516551087,3631556900
Europe (excl. EU-27),,1980,18.837553980061777,3671161300
Europe (excl. EU-27),,1981,18.94357544559804,3603618300
Europe (excl. EU-27),,1982,19.265437661295497,3635599600
Europe (excl. EU-27),,1983,19.4029821071419,3684997000
Europe (excl. EU-27),,1984,18.836024323251735,3700864500
Europe (excl. EU-27),,1985,19.53516455570815,3967963400
Europe (excl. EU-27),,1986,19.388676606291213,3996968400
Europe (excl. EU-27),,1987,18.751868331962093,3984785400
Europe (excl. EU-27),,1988,18.41085214850268,4066059300
Europe (excl. EU-27),,1989,17.840065340893524,3993789400
Europe (excl. EU-27),,1990,18.338535187854667,4168161500
Europe (excl. EU-27),,1991,16.967823544160165,3934174200
Europe (excl. EU-27),,1992,15.177120273554413,3419125500
Europe (excl. EU-27),,1993,14.054164113449952,3198133500
Europe (excl. EU-27),,1994,12.424965807395367,2856864000
Europe (excl. EU-27),,1995,11.846364615133156,2787695900
Europe (excl. EU-27),,1996,11.34151036377644,2751242200
Europe (excl. EU-27),,1997,10.704938759692283,2612208600
Europe (excl. EU-27),,1998,10.677917815896794,2595137000
Europe (excl. EU-27),,1999,10.33008042285262,2567409700
Europe (excl. EU-27),,2000,10.011891225940355,2554088400
Europe (excl. EU-27),,2001,10.2076031404324,2623996000
Europe (excl. EU-27),,2002,9.860756137790169,2591097600
Europe (excl. EU-27),,2003,9.58930533484868,2653311500
Europe (excl. EU-27),,2004,9.343336421576996,2675230700
Europe (excl. EU-27),,2005,9.072234963602847,2686686700
Europe (excl. EU-27),,2006,9.06841381355281,2777509000
Europe (excl. EU-27),,2007,8.78857798681762,2771445800
Europe (excl. EU-27),,2008,8.669331174703563,2780618500
Europe (excl. EU-27),,2009,8.123639591031862,2562352000
Europe (excl. EU-27),,2010,8.07214522292966,2692537000
Europe (excl. EU-27),,2011,7.878044920210837,2718283000
Europe (excl. EU-27),,2012,7.831380672257548,2740984800
Europe (excl. EU-27),,2013,7.552938648650478,2666312400
Europe (excl. EU-27),,2014,7.2570181171337955,2572619800
Europe (excl. EU-27),,2015,7.122539301727865,2521727700
Europe (excl. EU-27),,2016,7.083614222592339,2508779300
Europe (excl. EU-27),,2017,6.9983550128226595,2518700800
Europe (excl. EU-27),,2018,6.989157873803903,2567147500
Europe (excl. EU-27),,2019,6.824544826406152,2532198000
Europe (excl. EU-27),,2020,6.829378776625801,2398923500
Europe (excl. EU-27),,2021,6.766092203655783,2502895000
Europe (excl. EU-27),,2022,6.673467332855175,2488792000
Europe (excl. EU-27),,2023,6.569188033043848,2482599200
European Union (27),,1923,22.31028638165343,823405250
European Union (27),,1924,27.01216338407192,1000200200
European Union (27),,1925,27.047457877062705,1011746300
European Union (27),,1926,26.593250859351187,977942200
European Union (27),,1927,27.39583801463885,1099380600
European Union (27),,1928,28.155891223970738,1125197200
European Union (27),,1929,28.817254873329624,1235744800
European Union (27),,1930,28.38211677912206,1123391400
European Union (27),,1931,28.586089691174966,1011753300
European Union (27),,1932,28.008287153508626,894190200
European Union (27),,1933,27.414383821231446,921858940
European Union (27),,1934,27.174003375764897,993532400
European Union (27),,1935,27.11425783633777,1040033100
European Union (27),,1936,25.75851605996513,1083900500
European Union (27),,1937,27.129260136140633,1219925600
European Union (27),,1938,29.136802008764054,1232375800
European Union (27),,1939,28.390263481442275,1269083000
European Union (27),,1940,27.032412786277874,1320442400
European Union (27),,1941,26.03256301501664,1301392000
European Union (27),,1942,26.50613346758048,1320674400
European Union (27),,1943,26.238536799133037,1331677400
European Union (27),,1944,22.115325011579827,1141700700
European Union (27),,1945,11.49249740918632,492949150
European Union (27),,1946,18.394534227043202,847720770
European Union (27),,1947,19.18274035062729,990827970
European Union (27),,1948,20.108585332137462,1095492600
European Union (27),,1949,23.27522366845853,1211250800
European Union (27),,1950,21.546655028391033,1277769200
European Union (27),,1951,22.405100045080516,1429765500
European Union (27),,1952,22.989198175461716,1486817300
European Union (27),,1953,22.77897455142932,1515003500
European Union (27),,1954,23.73312959848489,1611367800
European Union (27),,1955,23.420064430584578,1743365200
European Union (27),,1956,23.556509929259157,1867092000
European Union (27),,1957,23.53348127052754,1926367200
European Union (27),,1958,22.7021989347778,1910886700
European Union (27),,1959,21.91618082668077,1940609700
European Union (27),,1960,22.37110269145101,2099977700
European Union (27),,1961,23.363099697998614,2199645700
European Union (27),,1962,24.156532407331223,2354606600
European Union (27),,1963,24.47603513233456,2512898800
European Union (27),,1964,24.428257525969773,2644228400
European Union (27),,1965,23.66927920546037,2677125600
European Union (27),,1966,23.25512244177513,2758658600
European Union (27),,1967,23.047169321155156,2820350500
European Union (27),,1968,23.196848419221023,2993590300
European Union (27),,1969,23.197051083433404,3192298800
European Union (27),,1970,22.362489615106753,3331786800
European Union (27),,1971,22.096556973883207,3425790000
European Union (27),,1972,21.917521898724672,3556001500
European Union (27),,1973,21.827665516885368,3729277000
European Union (27),,1974,21.810343381884774,3710173200
European Union (27),,1975,21.33005149217836,3637361000
European Union (27),,1976,21.752060381581995,3913002500
European Union (27),,1977,20.945549941904385,3874640600
European Union (27),,1978,21.003071320415856,4005136600
European Union (27),,1979,20.98325247676884,4114610200
European Union (27),,1980,20.930353270800076,4079017000
European Union (27),,1981,20.317191643521394,3864920000
European Union (27),,1982,19.99333913687838,3772962600
European Union (27),,1983,19.640235752332305,3730056000
European Union (27),,1984,19.163330678345748,3765173000
European Union (27),,1985,18.822273153795837,3823161600
European Union (27),,1986,18.474290268947005,3808468000
European Union (27),,1987,18.07556660274461,3841070800
European Union (27),,1988,17.21845261899805,3802716400
European Union (27),,1989,17.1517330606121,3839695000
European Union (27),,1990,17.02719901964089,3870108200
European Union (27),,1991,16.408108986659233,3804398300
European Union (27),,1992,16.32404720032601,3677507000
European Union (27),,1993,15.85474246957751,3607869000
European Union (27),,1994,15.609984509635726,3589193200
European Union (27),,1995,15.44924132600562,3635527700
European Union (27),,1996,15.336304835473836,3720306000
European Union (27),,1997,14.97387085375809,3653909200
European Union (27),,1998,14.994784429336859,3644298500
European Union (27),,1999,14.440336861515236,3588961500
European Union (27),,2000,14.112638359885885,3600211500
European Union (27),,2001,14.225783226770618,3656921000
European Union (27),,2002,13.919672188355502,3657653500
European Union (27),,2003,13.503835582449378,3736441900
European Union (27),,2004,13.075385108579967,3743809500
European Union (27),,2005,12.61374918767901,3735484400
European Union (27),,2006,12.251662272004593,3752486700
European Union (27),,2007,11.740906319681761,3702451700
European Union (27),,2008,11.304804347439063,3625925400
European Union (27),,2009,10.559124717768222,3330550800
European Union (27),,2010,10.265218158594369,3424056300
European Union (27),,2011,9.641728875942903,3326834000
European Union (27),,2012,9.30735525825834,3257576200
European Union (27),,2013,8.994222886838452,3175109600
European Union (27),,2014,8.570950852778214,3038410200
European Union (27),,2015,8.741032361626461,3094753500
European Union (27),,2016,8.733976119291619,3093282300
European Union (27),,2017,8.661391699721193,3117226000
European Union (27),,2018,8.303383014128546,3049868000
European Union (27),,2019,7.82849863585375,2904707800
European Union (27),,2020,7.479793796618685,2627391700
European Union (27),,2021,7.5723506498343625,2801144000
European Union (27),,2022,7.347267143168925,2740077800
European Union (27),,2023,6.643338964218071,2510622000
India,IND,1923,1.028853945675768,37971890
India,IND,1924,1.0972291580824565,40627950
India,IND,1925,1.0716080263204393,40084930
India,IND,1926,1.0861613804064325,39942580
India,IND,1927,1.0437163176132767,41883788
India,IND,1928,1.0027485873432056,40072960
India,IND,1929,0.9726170750766887,41707876
India,IND,1930,1.0712094171701143,42399496
India,IND,1931,1.0976972910866623,38851024
India,IND,1932,1.1316661024844583,36129476
India,IND,1933,1.05473324571557,35467340
India,IND,1934,1.0833972429460021,39611030
India,IND,1935,1.0791444017224996,41393200
India,IND,1936,0.9668524292325081,40684480
India,IND,1937,1.0022267515865957,45067284
India,IND,1938,1.1911156176075852,50379656
India,IND,1939,1.1031485192189174,49312224
India,IND,1940,1.0708932154982194,52309530
India,IND,1941,1.0718164566586454,53581100
India,IND,1942,1.0743458233714942,53529536
India,IND,1943,0.9190524939436264,46644424
India,IND,1944,0.9238956202517974,47695988
India,IND,1945,1.2326925033610956,52874036
India,IND,1946,1.1332204942994746,52225000
India,IND,1947,1.0295869049938686,53180280
India,IND,1948,0.9766006476884173,53204080
India,IND,1949,1.0796975683711094,56187840
India,IND,1950,1.0303549198646866,61102560
India,IND,1951,1.0032567676851554,64022116
India,IND,1952,1.042544295567738,67426140
India,IND,1953,1.0330177042207693,68704824
India,IND,1954,1.066548508098496,72413624
India,IND,1955,1.0584207756012027,78787740
India,IND,1956,1.0302326241514932,81656370
India,IND,1957,1.119464032061611,91635350
India,IND,1958,1.1383348837268583,95815784
India,IND,1959,1.145689628814375,101447256
India,IND,1960,1.185947891580429,111325050
India,IND,1961,1.2788500275634134,120404270
India,IND,1962,1.3601891561206065,132581544
India,IND,1963,1.3874286441758747,142444140
India,IND,1964,1.2886388261362005,139488270
India,IND,1965,1.3589254580662624,153701940
India,IND,1966,1.3434963276756247,159373390
India,IND,1967,1.3038485818396524,159555820
India,IND,1968,1.3488351637314442,174069330
India,IND,1969,1.2891859542733157,177413360
India,IND,1970,1.2196970856087739,181722640
India,IND,1971,1.2381775859104862,191963680
India,IND,1972,1.251418352292322,203035980
India,IND,1973,1.223844888529269,209095040
India,IND,1974,1.268898167846122,215853180
India,IND,1975,1.3734387622063853,234209120
India,IND,1976,1.3605417558804924,244749380
India,IND,1977,1.39989650879025,258961730
India,IND,1978,1.3799652143317072,263149570
India,IND,1979,1.4089675991418178,276284740
India,IND,1980,1.4968352365321567,291711100
India,IND,1981,1.6557207497924549,314966180
India,IND,1982,1.7242240059197742,325380000
India,IND,1983,1.854467719975336,352198850
India,IND,1984,1.8402032235608092,361559460
India,IND,1985,1.9574341586793795,397592100
India,IND,1986,2.06796098339144,426309380
India,IND,1987,2.142783581759597,455343040
India,IND,1988,2.2263501322614565,491692160
India,IND,1989,2.4150624844229287,540651100
India,IND,1990,2.542991672572967,577996000
India,IND,1991,2.654027047214157,615365000
India,IND,1992,2.909456982209407,655447040
India,IND,1993,2.9763844923791356,677299260
India,IND,1994,3.10557924836494,714063740
India,IND,1995,3.231595578555926,760461630
India,IND,1996,3.3952309632611795,823620700
India,IND,1997,3.5161653441957457,858011200
India,IND,1998,3.6034418139523283,875772350
India,IND,1999,3.8656699152832235,960762940
India,IND,2000,3.8668109673907005,986444700
India,IND,2001,3.892147505181588,1000526700
India,IND,2002,3.9279411427448805,1032139800
India,IND,2003,3.8588969771333335,1067736960
India,IND,2004,3.9599323941928573,1133827600
India,IND,2005,4.033824613243605,1194592400
