Entity,Code,Year,Number of closed autocracies,Number of electoral autocracies,Number of electoral democracies aged 91+ years,Number of electoral democracies aged 61-90 years,Number of electoral democracies aged 31-60 years,Number of electoral democracies aged 19-30 years,Number of electoral democracies aged 1-18 years,time,time,time,time,time,time,time
World,OWID_WRL,2023,34,54,10,14,31,15,21,2023,2023,2023,2023,2023,2023,2023
